customer_id,age,income_bracket,region,segment,total_orders,total_spend,loyalty_years,churn_risk,satisfaction_score
CUST-0738,18,High,South,Online,38,19419.15,9.9,0.74,4.4
CUST-0739,42,High,North,Retail,41,48333.04,5.7,0.411,3.9
CUST-0740,51,Low,West,Online,23,39739.35,6.7,0.117,4.7
CUST-0741,31,High,South,Online,48,37996.29,6.5,0.739,4.6
CUST-0742,53,Medium,North,Online,43,10604.01,2.2,0.195,4.1
CUST-0743,23,Very High,South,SMB,20,12247.5,4.9,0.589,4.6
CUST-0744,62,Very High,West,Online,23,1944.45,2.2,0.742,1.7
CUST-0745,26,Low,Central,SMB,5,32107.5,5.1,0.608,3.9
CUST-0746,65,Medium,Central,Online,27,18856.35,0.3,0.994,4.0
CUST-0747,18,High,East,SMB,9,15946.01,3.8,0.434,1.6
CUST-0748,26,Medium,South,SMB,43,32033.05,3.7,0.312,4.6
CUST-0749,41,High,West,SMB,41,41520.04,2.9,0.201,1.0
CUST-0750,56,High,North,Enterprise,36,7084.96,0.8,0.504,2.7
CUST-0751,35,High,North,Retail,40,45973.74,7.7,0.852,1.1
CUST-0752,65,Low,East,Retail,37,2196.43,4.2,0.947,3.1
CUST-0753,56,High,North,Retail,3,5207.76,8.1,0.972,2.6
CUST-0754,35,Medium,West,Enterprise,36,41987.34,8.4,0.531,3.5
CUST-0755,58,Low,West,Enterprise,48,24888.84,2.1,0.605,4.1
CUST-0756,45,Low,Central,Enterprise,45,46993.12,4.2,0.582,4.1
CUST-0757,69,Very High,South,Online,35,23351.82,7.2,0.466,3.9
CUST-0758,19,Low,South,Online,36,46343.09,5.0,0.152,1.4
CUST-0759,54,Medium,North,Online,29,12361.67,8.6,0.065,2.7
CUST-0760,58,Very High,South,Online,33,31014.26,5.7,0.437,4.3
CUST-0761,53,High,East,Online,26,49726.17,6.3,0.186,3.6
CUST-0762,65,Very High,South,Retail,8,19115.11,7.9,0.887,3.7
CUST-0763,41,Low,North,Retail,9,572.01,1.2,0.762,1.9
CUST-0764,52,High,South,Retail,22,3670.58,5.8,0.618,2.3
CUST-0765,23,High,West,Retail,5,43023.45,0.9,0.047,4.8
CUST-0766,34,Medium,West,Retail,44,24848.34,2.6,0.622,4.4
CUST-0767,47,Low,Central,Enterprise,41,27067.55,2.1,0.621,1.7
CUST-0768,68,Medium,Central,Enterprise,36,40071.59,5.7,0.439,3.2
CUST-0769,25,Low,Central,Online,32,40673.16,8.4,0.658,3.0
CUST-0770,59,Low,Central,Retail,30,24132.35,1.3,0.858,2.8
CUST-0771,27,High,South,Online,49,42974.01,7.7,0.758,2.9
CUST-0772,33,High,North,Enterprise,44,23687.04,1.4,0.473,3.6
CUST-0773,55,Very High,South,Online,45,33913.56,1.9,0.262,4.9
CUST-0774,43,Low,North,Retail,43,2151.41,9.2,0.478,4.5
CUST-0775,48,Low,North,Retail,17,7330.97,0.1,0.946,4.5
CUST-0776,69,High,North,Retail,30,42645.29,2.0,0.82,3.8
CUST-0777,25,Low,North,Enterprise,47,15999.36,2.2,0.027,1.1
CUST-0778,52,Low,West,Online,9,17069.83,2.8,0.783,2.8
CUST-0779,51,Low,North,SMB,4,33318.06,3.6,0.171,3.0
CUST-0780,27,Medium,South,SMB,12,29830.64,1.0,0.571,4.4
CUST-0781,57,Very High,North,SMB,35,4568.34,4.7,0.807,4.7
CUST-0782,61,Very High,West,SMB,20,38405.37,4.0,0.561,2.8
CUST-0783,69,Low,South,SMB,17,31052.51,6.2,0.404,2.2
CUST-0784,29,Low,East,Enterprise,22,42838.93,8.7,0.321,2.3
CUST-0785,58,High,South,Retail,7,27007.1,3.0,0.305,3.3
CUST-0786,44,Very High,West,SMB,39,21009.08,5.5,0.837,2.1
CUST-0787,36,Very High,West,SMB,44,18881.35,3.7,0.825,4.6
CUST-0788,43,High,Central,SMB,42,718.74,0.4,0.823,2.7
CUST-0789,32,Very High,East,Online,8,2469.32,8.2,0.283,5.0
CUST-0790,48,Medium,North,Retail,9,6994.97,6.3,0.799,1.4
CUST-0791,63,High,West,SMB,46,46512.1,0.0,0.037,1.8
CUST-0792,54,Low,Central,Enterprise,6,44092.2,2.5,0.206,3.0
CUST-0793,35,Medium,Central,Retail,19,25111.22,3.1,0.515,4.5
CUST-0794,46,Very High,North,Retail,22,9419.72,8.1,0.407,2.4
CUST-0795,61,Low,South,Retail,47,7732.51,7.6,0.112,4.3
CUST-0796,44,Very High,East,Online,20,13178.46,4.0,0.042,2.7
CUST-0797,55,Very High,North,Retail,20,45481.78,1.6,0.611,4.4
CUST-0798,37,Low,North,SMB,27,26312.67,3.9,0.313,2.1
CUST-0799,38,Low,South,SMB,27,40300.07,8.1,0.016,2.9
CUST-0800,46,Medium,South,Online,7,25584.34,4.5,0.431,2.1
CUST-0801,60,Very High,West,Enterprise,24,30667.64,1.2,0.307,1.9
CUST-0802,32,High,South,Online,8,30700.08,0.4,0.577,2.7
CUST-0803,39,High,South,Online,3,2051.22,3.3,0.93,2.3
CUST-0804,40,High,East,SMB,11,22540.79,1.5,0.308,4.1
CUST-0805,21,Very High,East,Retail,36,43270.43,7.5,0.997,4.0
CUST-0806,41,Very High,East,Online,2,24710.38,2.8,0.086,2.4
CUST-0807,31,Low,North,Enterprise,1,22049.1,8.8,0.088,5.0
CUST-0808,54,Medium,East,SMB,7,26564.01,6.2,0.713,4.9
CUST-0809,38,Very High,East,Retail,24,19347.97,3.9,0.749,4.7
CUST-0810,60,High,Central,Enterprise,12,26012.3,6.1,0.423,3.3
CUST-0811,69,Very High,East,Online,8,7199.57,3.0,0.286,2.6
CUST-0812,56,Medium,North,Enterprise,13,48413.37,1.4,0.794,2.3
CUST-0813,30,Very High,Central,Online,6,2189.43,9.6,0.956,1.1
CUST-0814,36,Medium,North,Online,39,24418.77,5.6,0.99,3.5
CUST-0815,43,Low,North,Online,24,10894.63,0.1,0.634,3.2
CUST-0816,53,Medium,Central,Online,24,3388.61,3.1,0.74,3.5
CUST-0817,69,High,Central,Online,38,32759.42,1.6,0.822,3.3
CUST-0818,61,Very High,Central,SMB,44,49266.47,2.6,0.799,1.6
CUST-0819,63,Very High,Central,Online,7,37605.45,0.6,0.993,3.8
CUST-0820,50,High,North,Retail,10,13074.02,2.5,0.81,2.4
CUST-0821,57,Medium,Central,Online,30,24922.76,6.8,0.663,3.1
CUST-0822,33,Very High,South,SMB,39,2964.19,8.2,0.376,2.5
CUST-0823,36,Very High,East,Enterprise,24,26817.68,3.5,0.598,1.1
CUST-0824,54,Medium,East,Retail,27,5423.43,5.2,0.88,4.5
CUST-0825,31,Medium,South,Enterprise,30,39833.08,0.4,0.305,1.6
CUST-0826,61,Medium,North,Enterprise,15,3306.97,0.9,0.031,3.3
CUST-0827,61,Very High,North,Retail,2,963.37,5.5,0.327,4.5
CUST-0828,47,High,East,SMB,8,43147.07,8.4,0.96,1.9
CUST-0829,48,High,West,Online,17,47155.84,0.9,0.794,2.6
CUST-0830,37,Low,South,Online,48,4784.42,4.2,0.187,2.5
CUST-0831,61,Medium,South,Online,13,14306.37,9.7,0.012,1.4
CUST-0832,60,High,East,Enterprise,18,37214.02,7.4,0.669,2.7
CUST-0833,64,Medium,Central,Retail,21,27212.85,2.0,0.579,2.9
CUST-0834,24,Very High,West,Online,36,47487.22,2.9,0.083,1.1
CUST-0835,59,High,North,Online,12,19764.41,9.5,0.966,3.0
CUST-0836,54,Very High,North,SMB,43,664.48,2.2,0.618,1.4
CUST-0837,64,Low,North,SMB,2,1477.41,4.4,0.652,4.6
CUST-0838,19,High,North,Enterprise,20,28460.3,3.6,0.854,3.6
CUST-0839,39,High,South,Retail,23,37729.22,4.9,0.337,1.2
CUST-0840,30,Low,South,SMB,21,39635.54,2.4,0.558,4.3
CUST-0841,63,Medium,Central,Retail,31,45620.09,6.7,0.576,2.4
CUST-0842,69,High,South,SMB,16,11839.19,2.3,0.967,1.9
CUST-0843,55,Low,Central,Retail,13,37051.09,6.0,0.131,2.0
CUST-0844,48,Very High,Central,Retail,4,41441.36,3.6,0.759,3.4
CUST-0845,18,Low,North,Retail,2,41895.63,2.5,0.575,1.3
CUST-0846,64,Very High,North,Enterprise,1,20871.41,7.0,0.845,1.2
CUST-0847,60,Low,South,SMB,26,31486.16,9.7,0.832,3.5
CUST-0848,30,High,South,SMB,30,27802.48,8.7,0.012,4.9
CUST-0849,34,Medium,Central,Online,38,30075.55,0.9,0.256,2.9
CUST-0850,21,High,East,Online,20,14460.55,4.5,0.181,2.7
CUST-0851,60,High,North,Enterprise,25,34320.11,6.9,0.462,4.8
CUST-0852,48,Very High,West,SMB,19,35645.86,5.6,0.905,2.0
CUST-0853,50,High,East,Online,27,10199.45,7.3,0.005,2.0
CUST-0854,31,Low,North,SMB,10,22459.81,9.8,0.488,4.6
CUST-0855,38,Medium,North,Online,41,21394.23,3.4,0.885,3.6
CUST-0856,39,High,South,Enterprise,17,37573.06,7.7,0.926,1.2
CUST-0857,22,Medium,West,Online,47,33491.9,0.9,0.657,3.7
CUST-0858,54,Very High,West,Enterprise,2,24071.69,8.7,0.83,4.3
CUST-0859,49,High,North,Enterprise,17,32800.3,7.8,0.324,2.1
CUST-0860,20,Medium,Central,Retail,7,13511.65,5.2,0.286,2.5
CUST-0861,58,Low,West,Enterprise,16,12001.22,8.2,0.049,1.8
CUST-0862,30,Medium,East,Retail,49,12376.02,6.7,0.503,3.5
CUST-0863,28,Low,Central,SMB,27,1960.13,5.5,0.456,3.7
CUST-0864,67,Low,South,Enterprise,1,34708.27,9.5,0.372,1.3
CUST-0865,59,Very High,North,Enterprise,22,49299.48,1.3,0.113,3.7
CUST-0866,55,Medium,North,Enterprise,22,15797.09,9.9,0.231,3.6
CUST-0867,41,High,East,Online,27,46526.75,1.5,0.204,1.1
CUST-0868,26,High,East,Enterprise,16,30523.86,4.8,0.944,3.2
CUST-0869,30,High,South,SMB,36,11634.25,2.3,0.966,3.5
CUST-0870,39,High,South,Retail,16,1087.3,2.7,0.003,2.7
CUST-0871,35,Medium,West,SMB,24,36324.71,6.3,0.171,4.6
CUST-0872,27,Very High,Central,Retail,35,34980.42,0.3,0.889,2.3
CUST-0873,64,High,North,SMB,33,11848.04,9.4,0.038,1.3
CUST-0874,29,High,West,Online,17,16968.9,2.8,0.943,3.7
CUST-0875,69,Low,South,SMB,5,44953.31,2.7,0.38,3.4
CUST-0876,47,Medium,East,SMB,35,8283.05,8.6,0.539,5.0
CUST-0877,64,Low,West,Enterprise,19,41854.47,7.6,0.764,1.9
CUST-0878,63,Low,East,Online,43,8876.56,6.7,0.244,2.6
CUST-0879,36,Very High,Central,Online,47,24345.49,1.5,0.101,2.8
CUST-0880,36,High,East,Enterprise,34,25198.78,7.7,0.81,4.4
CUST-0881,27,High,North,Retail,32,23868.44,3.6,0.985,2.7
CUST-0882,18,Medium,Central,SMB,25,14752.51,9.9,0.659,4.1
CUST-0883,69,Low,East,Enterprise,22,13041.55,6.7,0.825,1.6
CUST-0884,24,High,West,Online,39,36791.16,8.4,0.941,2.6
CUST-0885,28,Very High,North,SMB,27,14146.01,7.3,0.229,1.6
CUST-0886,21,Low,North,SMB,33,30690.81,5.9,0.35,4.8
CUST-0887,53,Very High,South,Retail,8,42408.66,7.2,0.219,1.7
CUST-0888,38,Very High,South,Retail,30,41933.21,6.0,0.062,2.7
CUST-0889,39,Very High,West,SMB,48,8773.99,0.5,0.732,1.3
CUST-0890,27,High,South,SMB,26,32909.51,3.5,0.146,4.7
CUST-0891,40,Very High,East,SMB,15,30312.82,3.2,0.093,3.5
CUST-0892,22,Very High,South,Retail,36,14458.23,7.1,0.358,4.8
CUST-0893,65,High,North,Retail,45,19876.97,5.8,0.061,1.2
CUST-0894,29,High,West,Enterprise,12,14613.09,6.1,0.18,1.7
CUST-0895,47,High,East,Retail,41,27084.73,8.5,0.07,2.5
CUST-0896,50,Medium,North,Online,45,40279.56,5.3,0.877,3.5
CUST-0897,54,Low,North,Online,43,43936.42,2.2,0.78,2.3
CUST-0898,35,Low,Central,SMB,12,36279.77,0.1,0.86,3.8
CUST-0899,21,Medium,South,SMB,4,24430.79,1.6,0.868,1.7
CUST-0900,44,Medium,East,Retail,3,47925.72,0.3,0.945,3.4
CUST-0901,64,Medium,West,Online,37,28412.01,2.4,0.187,2.6
CUST-0902,40,High,West,Enterprise,38,24188.06,6.3,0.9,3.0
CUST-0903,23,Very High,West,Retail,32,42910.29,1.5,0.525,3.3
CUST-0904,24,High,Central,Retail,26,9638.85,0.8,0.166,1.2
CUST-0905,36,Very High,East,Online,4,8314.98,9.7,0.656,4.7
CUST-0906,63,Low,North,SMB,1,39235.85,10.0,0.327,4.1
CUST-0907,32,Very High,Central,SMB,5,43593.26,6.4,0.046,2.8
CUST-0908,65,Medium,South,Online,2,4102.35,1.1,0.079,3.2
CUST-0909,39,Low,North,Online,46,38322.26,8.2,0.424,1.1
CUST-0910,49,Very High,West,Enterprise,11,21510.86,5.4,0.826,3.0
CUST-0911,32,Medium,South,Online,9,35334.48,1.8,0.311,2.7
CUST-0912,23,Very High,East,SMB,8,7180.98,5.8,0.766,2.5
CUST-0913,23,Very High,East,Online,39,48664.13,0.4,0.056,4.3
CUST-0914,23,Very High,Central,Online,15,44123.37,9.7,0.394,1.7
CUST-0915,29,Low,East,Enterprise,9,20595.64,8.3,0.127,1.7
CUST-0916,19,Very High,West,Retail,42,44721.26,2.6,0.864,3.1
CUST-0917,42,Medium,Central,Enterprise,30,44798.82,4.2,0.968,3.7
CUST-0918,21,Very High,Central,Online,29,23332.02,4.0,0.326,1.1
CUST-0919,23,Medium,West,Retail,25,47370.83,8.6,0.989,3.2
CUST-0920,59,High,East,Online,22,48854.43,3.5,0.752,2.2
CUST-0921,68,Low,South,Retail,34,11252.03,0.5,0.001,4.0
CUST-0922,54,High,Central,Online,22,3800.0,2.1,0.485,2.9
CUST-0923,55,High,South,SMB,46,16891.91,2.2,0.834,4.3
CUST-0924,31,Low,South,Retail,30,24697.35,9.5,0.534,2.6
CUST-0925,64,High,South,Retail,10,5087.48,9.2,0.55,4.3
CUST-0926,36,Medium,South,Enterprise,5,7462.65,3.0,0.448,3.9
CUST-0927,68,Medium,West,SMB,5,48599.11,0.0,0.395,4.3
CUST-0928,24,Medium,North,SMB,2,36996.38,5.2,0.027,4.2
CUST-0929,35,Medium,East,SMB,30,43809.43,8.0,0.622,2.9
CUST-0930,61,High,North,Online,22,48572.15,2.7,0.767,2.5
CUST-0931,25,Low,North,Online,13,19218.15,4.4,0.79,4.1
CUST-0932,45,High,Central,Retail,39,34549.27,1.7,0.625,2.4
CUST-0933,38,Low,North,Online,25,9609.09,3.3,0.341,1.4
CUST-0934,52,Low,North,Online,27,27807.53,7.6,0.023,4.4
CUST-0935,64,High,West,Retail,47,10888.98,4.3,0.896,2.6
CUST-0936,27,High,South,Enterprise,27,8441.33,4.5,0.429,1.5
CUST-0937,45,Medium,North,Online,21,5372.96,7.9,0.601,3.6
CUST-0938,36,Low,North,SMB,31,29196.96,7.6,0.195,4.6
CUST-0939,61,Low,Central,SMB,15,47517.63,1.9,0.142,4.4
CUST-0940,52,Very High,East,Online,38,6549.98,4.2,0.087,3.2
CUST-0941,45,Low,Central,Online,39,25364.57,8.5,0.799,1.4
CUST-0942,63,Medium,East,Retail,36,34509.87,4.6,0.646,3.8
CUST-0943,66,Low,East,Online,36,25045.15,6.6,0.621,3.4
CUST-0944,20,Very High,East,Enterprise,1,45632.91,3.1,0.919,1.8
CUST-0945,56,Very High,West,Retail,11,8731.63,0.6,0.159,4.6
CUST-0946,44,Low,West,SMB,5,1696.08,1.6,0.17,1.3
CUST-0947,34,Medium,South,Retail,34,19464.35,4.0,0.189,2.5
CUST-0948,32,Very High,East,Online,37,27996.7,3.5,0.423,1.4
CUST-0949,69,Very High,West,Online,5,13098.1,9.0,0.874,4.6
CUST-0950,59,Very High,West,Enterprise,20,8837.46,5.5,0.881,1.1
CUST-0951,56,High,North,Enterprise,45,40339.47,6.3,0.591,2.7
CUST-0952,39,Medium,East,Retail,44,9834.47,6.9,0.658,4.4
CUST-0953,37,Medium,Central,SMB,42,22412.77,5.3,0.898,2.0
CUST-0954,44,High,North,Retail,13,47746.81,7.7,0.624,1.4
CUST-0955,52,Low,West,Retail,9,30828.89,7.8,0.23,1.5
CUST-0956,64,Very High,West,Enterprise,5,25137.31,3.5,0.705,2.6
CUST-0957,69,Very High,West,Retail,38,18332.39,0.8,0.77,2.7
CUST-0958,22,High,West,Enterprise,32,26259.08,9.9,0.635,3.9
CUST-0959,19,Low,Central,Enterprise,30,36848.2,6.4,0.274,2.0
CUST-0960,58,Medium,South,Retail,49,41215.1,7.1,0.4,3.8
CUST-0961,67,Low,South,Enterprise,28,32667.46,7.6,0.471,5.0
CUST-0962,62,Medium,East,Online,37,39620.69,6.1,0.145,4.5
CUST-0963,37,Very High,West,Online,28,4876.68,4.7,0.452,3.5
CUST-0964,24,Low,East,Retail,43,1211.54,9.8,0.161,4.8
CUST-0965,53,Medium,Central,SMB,6,36853.35,7.3,0.499,5.0
CUST-0966,25,Low,East,SMB,41,13454.35,8.5,0.051,3.3
CUST-0967,44,Low,South,Online,44,43945.07,4.4,0.949,2.1
CUST-0968,23,Low,South,Enterprise,29,27024.61,9.0,0.246,4.7
CUST-0969,41,High,South,SMB,4,24186.79,7.3,0.467,4.4
CUST-0970,53,Medium,East,SMB,18,38754.53,7.5,0.033,1.3
CUST-0971,22,Medium,West,Retail,15,37184.25,0.9,0.193,4.7
CUST-0972,37,Very High,North,Retail,25,35361.69,6.2,0.693,2.5
CUST-0973,37,Medium,South,SMB,4,34650.1,3.4,0.112,2.3
CUST-0974,58,Very High,East,SMB,14,26012.1,6.7,0.628,2.4
CUST-0975,57,High,North,Online,17,46360.54,5.7,0.002,2.3
CUST-0976,51,Very High,South,Retail,34,44586.75,1.1,0.465,3.1
CUST-0977,56,Very High,South,Retail,19,16805.54,5.3,0.721,3.3
CUST-0978,67,High,Central,SMB,29,40332.38,4.5,0.926,2.7
CUST-0979,27,High,South,Online,22,44609.87,7.8,0.493,2.7
CUST-0980,20,High,North,Enterprise,14,31103.62,5.0,0.841,3.9
CUST-0981,66,Low,North,Retail,36,28001.17,4.8,0.803,1.0
CUST-0982,51,Medium,West,Retail,2,33758.39,7.2,0.296,4.8
CUST-0983,52,Low,North,SMB,45,8571.5,6.7,0.875,3.9
CUST-0984,54,Very High,East,SMB,7,4823.51,9.9,0.64,3.8
CUST-0985,62,High,East,Enterprise,28,41097.44,3.5,0.104,2.7
CUST-0986,62,High,South,Retail,8,28879.65,6.9,0.939,4.9
CUST-0987,55,Low,West,Online,29,6563.82,1.7,0.177,1.0
CUST-0988,63,Very High,South,Online,10,21107.74,8.0,0.47,1.3
CUST-0989,40,Medium,West,SMB,21,15262.6,7.9,0.466,4.2
CUST-0990,54,Very High,Central,Online,35,43836.16,7.3,0.625,4.0
CUST-0991,38,High,West,Online,4,25607.4,1.2,0.665,2.1
CUST-0992,44,Very High,Central,SMB,21,29086.87,9.9,0.233,3.4
CUST-0993,18,Low,Central,Enterprise,38,12146.88,9.4,0.352,3.1
CUST-0994,26,Very High,South,Enterprise,25,40053.65,3.7,0.145,3.1
CUST-0995,20,Low,East,Retail,20,46540.01,5.8,0.126,3.4
CUST-0996,55,Very High,West,SMB,7,39728.47,8.9,0.825,5.0
CUST-0997,53,Very High,South,SMB,7,24896.53,4.9,0.751,4.9
CUST-0998,51,Low,Central,Retail,32,41836.9,6.0,0.443,4.9
CUST-0999,47,Low,Central,Online,32,9803.96,6.0,0.096,3.2
