order_id,date,product,region,segment,quantity,unit_price,discount,customer_age,customer_loyalty_years,marketing_spend,competitor_price_index,revenue,profit_margin,profit,month,year,quarter,product_encoded,region_encoded,segment_encoded
ORD-02244,2022-05-15,Mouse,East,SMB,16,1232.91,0.16,28,5.4,1094.12,1.0,16570.31,0.449,7440.07,5,2022,2,4,1,3
ORD-02245,2022-05-15,Headphones,South,Retail,11,412.16,0.27,69,3.1,1696.02,1.02,3309.64,0.34,1125.28,5,2022,2,0,3,2
ORD-02246,2022-05-15,Keyboard,East,Retail,12,1405.85,0.28,53,5.4,3215.92,1.16,12146.54,0.201,2441.45,5,2022,2,1,1,2
ORD-02247,2022-05-15,Monitor,North,Enterprise,1,187.78,0.12,46,1.1,3610.06,1.17,165.25,0.306,50.57,5,2022,2,3,2,0
ORD-02248,2022-05-16,Laptop,South,Enterprise,2,605.14,0.09,65,2.3,1915.97,1.06,1101.35,0.191,210.36,5,2022,2,2,3,0
ORD-02249,2022-05-16,Tablet,West,SMB,16,1353.31,0.03,48,7.5,847.41,1.13,21003.37,0.171,3591.58,5,2022,2,6,4,3
ORD-02250,2022-05-16,Headphones,Central,Online,2,655.1,0.14,31,1.8,783.83,1.0,1126.77,0.482,543.1,5,2022,2,0,0,1
ORD-02251,2022-05-17,Laptop,South,Enterprise,19,147.2,0.28,69,1.4,4081.81,0.96,2013.7,0.287,577.93,5,2022,2,2,3,0
ORD-02252,2022-05-17,Tablet,West,Retail,10,1672.15,0.17,67,2.9,3301.04,1.15,13878.84,0.36,4996.38,5,2022,2,6,4,2
ORD-02253,2022-05-17,Phone,South,Online,19,655.14,0.2,42,3.7,3667.35,1.11,9958.13,0.449,4471.2,5,2022,2,5,3,1
ORD-02254,2022-05-17,Phone,South,Enterprise,10,173.06,0.03,43,3.3,2492.45,0.9,1678.68,0.229,384.42,5,2022,2,5,3,0
ORD-02255,2022-05-18,Keyboard,East,Online,16,195.84,0.04,39,3.7,2340.87,0.82,3008.1,0.416,1251.37,5,2022,2,1,1,1
ORD-02256,2022-05-18,Mouse,North,Retail,13,540.93,0.14,26,1.4,1134.64,1.03,6047.6,0.416,2515.8,5,2022,2,4,2,2
ORD-02257,2022-05-18,Phone,Central,Online,16,397.13,0.29,50,1.7,924.86,1.14,4511.4,0.43,1939.9,5,2022,2,5,0,1
ORD-02258,2022-05-18,Webcam,West,Enterprise,18,1559.89,0.11,40,2.4,854.18,0.9,24989.44,0.176,4398.14,5,2022,2,7,4,0
ORD-02259,2022-05-18,Keyboard,South,Enterprise,8,677.28,0.26,52,4.0,4959.76,1.11,4009.5,0.485,1944.61,5,2022,2,1,3,0
ORD-02260,2022-05-18,Headphones,Central,Retail,18,1619.16,0.04,37,3.4,4122.37,0.97,27979.08,0.21,5875.61,5,2022,2,0,0,2
ORD-02261,2022-05-18,Laptop,South,SMB,13,389.0,0.19,50,7.9,3168.04,0.93,4096.17,0.411,1683.53,5,2022,2,2,3,3
ORD-02262,2022-05-19,Phone,North,SMB,7,1011.11,0.18,52,5.3,1150.58,0.87,5803.77,0.165,957.62,5,2022,2,5,2,3
ORD-02263,2022-05-19,Webcam,Central,Online,18,1391.67,0.26,63,5.8,1754.53,1.17,18537.04,0.47,8712.41,5,2022,2,7,0,1
ORD-02264,2022-05-19,Laptop,West,Enterprise,6,1321.38,0.0,47,5.6,1818.85,0.89,7928.28,0.271,2148.56,5,2022,2,2,4,0
ORD-02265,2022-05-19,Laptop,South,Enterprise,9,1222.2,0.06,63,4.0,2440.6,0.91,10339.81,0.367,3794.71,5,2022,2,2,3,0
ORD-02266,2022-05-19,Mouse,North,Retail,6,1853.4,0.07,47,9.8,2167.78,0.93,10341.97,0.44,4550.47,5,2022,2,4,2,2
ORD-02267,2022-05-20,Phone,Central,Retail,18,495.62,0.28,39,0.4,4677.35,0.91,6423.24,0.213,1368.15,5,2022,2,5,0,2
ORD-02268,2022-05-20,Laptop,South,Enterprise,17,1012.75,0.05,62,2.2,3631.97,0.87,16355.91,0.256,4187.11,5,2022,2,2,3,0
ORD-02269,2022-05-20,Mouse,South,Retail,12,1773.79,0.01,18,2.8,498.89,0.94,21072.63,0.225,4741.34,5,2022,2,4,3,2
ORD-02270,2022-05-20,Mouse,West,SMB,3,201.89,0.16,32,8.8,1863.79,0.99,508.76,0.213,108.37,5,2022,2,4,4,3
ORD-02271,2022-05-20,Phone,North,SMB,5,158.98,0.16,42,9.2,751.52,1.02,667.72,0.304,202.99,5,2022,2,5,2,3
ORD-02272,2022-05-20,Mouse,East,Online,7,504.94,0.25,37,8.5,1468.84,0.86,2650.94,0.319,845.65,5,2022,2,4,1,1
ORD-02273,2022-05-21,Phone,South,Retail,10,1284.39,0.28,24,4.2,4798.58,1.11,9247.61,0.131,1211.44,5,2022,2,5,3,2
ORD-02274,2022-05-21,Webcam,Central,Online,10,556.77,0.16,33,9.1,3555.79,0.92,4676.87,0.369,1725.77,5,2022,2,7,0,1
ORD-02275,2022-05-21,Phone,West,Retail,19,420.97,0.28,69,1.0,138.48,1.17,5758.87,0.268,1543.38,5,2022,2,5,4,2
ORD-02276,2022-05-22,Tablet,West,Retail,4,944.66,0.22,40,6.5,1711.42,0.93,2947.34,0.456,1343.99,5,2022,2,6,4,2
ORD-02277,2022-05-22,Laptop,South,SMB,10,1246.52,0.08,38,9.4,2249.64,1.15,11467.98,0.454,5206.46,5,2022,2,2,3,3
ORD-02278,2022-05-23,Webcam,South,Enterprise,18,534.69,0.28,18,7.5,3052.26,0.94,6929.58,0.388,2688.68,5,2022,2,7,3,0
ORD-02279,2022-05-23,Monitor,South,Retail,3,636.35,0.2,64,2.8,2548.66,1.0,1527.24,0.442,675.04,5,2022,2,3,3,2
ORD-02280,2022-05-23,Phone,East,Retail,3,1246.44,0.12,37,7.2,441.89,0.95,3290.6,0.469,1543.29,5,2022,2,5,1,2
ORD-02281,2022-05-23,Laptop,South,Retail,5,1894.19,0.2,64,2.9,2626.18,0.95,7576.76,0.331,2507.91,5,2022,2,2,3,2
ORD-02282,2022-05-23,Headphones,North,Enterprise,16,1365.75,0.12,36,1.1,738.27,1.05,19229.76,0.489,9403.35,5,2022,2,0,2,0
ORD-02283,2022-05-23,Mouse,Central,Online,13,1576.66,0.03,23,7.2,2644.08,1.08,19881.68,0.482,9582.97,5,2022,2,4,0,1
ORD-02284,2022-05-23,Keyboard,South,Online,11,765.28,0.22,55,1.8,1305.74,1.15,6566.1,0.144,945.52,5,2022,2,1,3,1
ORD-02285,2022-05-24,Phone,East,Retail,13,580.9,0.25,49,1.1,806.54,1.03,5663.78,0.309,1750.11,5,2022,2,5,1,2
ORD-02286,2022-05-24,Mouse,Central,Retail,19,935.82,0.22,18,5.5,1510.82,0.89,13868.85,0.146,2024.85,5,2022,2,4,0,2
ORD-02287,2022-05-24,Mouse,West,Online,6,1623.91,0.07,47,6.2,588.15,1.2,9061.42,0.374,3388.97,5,2022,2,4,4,1
ORD-02288,2022-05-24,Mouse,South,Online,13,939.78,0.29,33,0.5,1491.52,1.07,8674.17,0.406,3521.71,5,2022,2,4,3,1
ORD-02289,2022-05-24,Mouse,Central,SMB,4,1701.11,0.01,44,0.0,4347.97,0.95,6736.4,0.454,3058.33,5,2022,2,4,0,3
ORD-02290,2022-05-24,Mouse,West,Retail,5,1978.11,0.1,35,8.8,1605.14,1.19,8901.49,0.36,3204.54,5,2022,2,4,4,2
ORD-02291,2022-05-25,Phone,East,Online,19,190.45,0.08,30,1.2,2404.09,1.18,3329.07,0.282,938.8,5,2022,2,5,1,1
ORD-02292,2022-05-25,Headphones,North,SMB,5,138.55,0.01,61,5.8,2647.06,0.83,685.82,0.162,111.1,5,2022,2,0,2,3
ORD-02293,2022-05-25,Monitor,South,Enterprise,14,341.7,0.12,67,9.5,973.62,0.81,4209.74,0.15,631.46,5,2022,2,3,3,0
ORD-02294,2022-05-25,Tablet,North,Retail,4,799.52,0.19,45,5.1,2264.74,0.82,2590.44,0.294,761.59,5,2022,2,6,2,2
ORD-02295,2022-05-26,Mouse,East,Online,12,305.53,0.26,27,1.4,4279.61,1.07,2713.11,0.433,1174.78,5,2022,2,4,1,1
ORD-02296,2022-05-26,Mouse,Central,Retail,6,1747.8,0.3,31,3.9,494.58,1.08,7340.76,0.4,2936.3,5,2022,2,4,0,2
ORD-02297,2022-05-26,Tablet,Central,SMB,19,95.14,0.24,69,6.2,4621.82,1.09,1373.82,0.452,620.97,5,2022,2,6,0,3
ORD-02298,2022-05-26,Headphones,East,Online,10,665.8,0.14,46,7.6,4368.46,1.05,5725.88,0.424,2427.77,5,2022,2,0,1,1
ORD-02299,2022-05-26,Webcam,East,Enterprise,1,410.15,0.22,28,6.1,4293.56,0.91,319.92,0.182,58.23,5,2022,2,7,1,0
ORD-02300,2022-05-27,Headphones,South,Enterprise,16,1866.5,0.25,67,0.3,1072.86,0.87,22398.0,0.18,4031.64,5,2022,2,0,3,0
ORD-02301,2022-05-27,Webcam,West,SMB,4,1355.49,0.14,44,1.4,2473.14,1.17,4662.89,0.283,1319.6,5,2022,2,7,4,3
ORD-02302,2022-05-28,Phone,North,Enterprise,9,1828.46,0.24,61,3.7,3119.16,1.17,12506.67,0.176,2201.17,5,2022,2,5,2,0
ORD-02303,2022-05-28,Laptop,North,Enterprise,18,1946.04,0.14,34,7.1,589.75,0.9,30124.7,0.175,5271.82,5,2022,2,2,2,0
ORD-02304,2022-05-28,Keyboard,Central,Enterprise,17,1019.34,0.12,20,5.8,2828.54,0.87,15249.33,0.207,3156.61,5,2022,2,1,0,0
ORD-02305,2022-05-28,Keyboard,Central,Enterprise,15,506.92,0.16,48,0.4,4216.21,0.95,6387.19,0.109,696.2,5,2022,2,1,0,0
ORD-02306,2022-05-28,Laptop,South,Enterprise,19,427.77,0.2,38,8.0,4689.11,0.82,6502.1,0.329,2139.19,5,2022,2,2,3,0
ORD-02307,2022-05-29,Phone,East,Enterprise,7,484.69,0.22,50,6.1,1463.81,0.86,2646.41,0.259,685.42,5,2022,2,5,1,0
ORD-02308,2022-05-29,Keyboard,North,Enterprise,18,1431.76,0.11,18,8.9,1514.82,0.95,22936.8,0.195,4472.68,5,2022,2,1,2,0
ORD-02309,2022-05-29,Headphones,South,Online,6,128.87,0.17,23,4.2,1426.58,0.9,641.77,0.154,98.83,5,2022,2,0,3,1
ORD-02310,2022-05-30,Tablet,Central,Enterprise,19,150.15,0.27,68,4.9,851.91,1.09,2082.58,0.282,587.29,5,2022,2,6,0,0
ORD-02311,2022-05-30,Laptop,Central,Online,12,1235.88,0.29,21,4.1,2210.5,1.16,10529.7,0.341,3590.63,5,2022,2,2,0,1
ORD-02312,2022-05-30,Headphones,North,Retail,3,1302.01,0.07,39,7.2,3943.9,1.16,3632.61,0.489,1776.35,5,2022,2,0,2,2
ORD-02313,2022-05-30,Monitor,Central,SMB,1,1347.26,0.06,30,7.5,3589.23,1.04,1266.42,0.202,255.82,5,2022,2,3,0,3
ORD-02314,2022-05-30,Phone,Central,Enterprise,5,775.17,0.2,61,7.2,4511.56,1.08,3100.68,0.111,344.18,5,2022,2,5,0,0
ORD-02315,2022-05-31,Laptop,West,SMB,1,1621.59,0.12,47,2.9,1843.13,1.0,1427.0,0.394,562.24,5,2022,2,2,4,3
ORD-02316,2022-05-31,Keyboard,East,Enterprise,8,1090.57,0.01,57,6.4,2903.87,0.86,8637.31,0.194,1675.64,5,2022,2,1,1,0
ORD-02317,2022-05-31,Phone,Central,Online,7,255.66,0.1,69,3.4,3856.02,1.05,1610.66,0.294,473.53,5,2022,2,5,0,1
ORD-02318,2022-05-31,Tablet,West,Enterprise,15,1604.34,0.24,43,8.3,4501.05,0.94,18289.48,0.423,7736.45,5,2022,2,6,4,0
ORD-02319,2022-05-31,Phone,South,Retail,11,1908.48,0.24,56,0.6,4371.6,0.8,15954.89,0.115,1834.81,5,2022,2,5,3,2
ORD-02320,2022-05-31,Phone,Central,SMB,18,167.07,0.15,56,0.4,2381.04,1.03,2556.17,0.157,401.32,5,2022,2,5,0,3
ORD-02321,2022-05-31,Tablet,South,SMB,14,813.14,0.14,24,1.0,4543.6,0.88,9790.21,0.139,1360.84,5,2022,2,6,3,3
ORD-02322,2022-05-31,Mouse,Central,Retail,9,1000.66,0.17,31,2.0,2275.87,1.15,7474.93,0.193,1442.66,5,2022,2,4,0,2
ORD-02323,2022-06-01,Tablet,North,Online,5,335.62,0.07,43,0.4,4523.88,1.17,1560.63,0.169,263.75,6,2022,2,6,2,1
ORD-02324,2022-06-01,Headphones,West,Online,4,1742.03,0.16,35,0.7,3907.16,0.86,5853.22,0.227,1328.68,6,2022,2,0,4,1
ORD-02325,2022-06-01,Phone,West,Retail,12,604.09,0.0,68,3.1,1186.07,0.81,7249.08,0.399,2892.38,6,2022,2,5,4,2
ORD-02326,2022-06-01,Webcam,North,SMB,1,1576.87,0.14,41,1.0,4655.37,0.8,1356.11,0.117,158.66,6,2022,2,7,2,3
ORD-02327,2022-06-01,Tablet,East,Enterprise,13,1358.44,0.1,69,8.0,1288.08,1.17,15893.75,0.13,2066.19,6,2022,2,6,1,0
ORD-02328,2022-06-02,Mouse,West,Online,1,1216.19,0.2,68,0.5,4551.26,0.86,972.95,0.326,317.18,6,2022,2,4,4,1
ORD-02329,2022-06-02,Headphones,South,Enterprise,3,424.68,0.19,42,9.1,3114.03,0.97,1031.97,0.308,317.85,6,2022,2,0,3,0
ORD-02330,2022-06-02,Webcam,West,SMB,8,480.37,0.11,67,8.7,3370.14,0.82,3420.23,0.29,991.87,6,2022,2,7,4,3
ORD-02331,2022-06-02,Webcam,East,Enterprise,18,142.33,0.0,49,2.1,635.73,0.95,2561.94,0.306,783.95,6,2022,2,7,1,0
ORD-02332,2022-06-02,Laptop,South,Retail,16,519.39,0.08,23,0.7,422.13,1.11,7645.42,0.397,3035.23,6,2022,2,2,3,2
ORD-02333,2022-06-03,Tablet,South,Online,16,723.62,0.19,33,1.1,4844.87,0.96,9378.12,0.33,3094.78,6,2022,2,6,3,1
ORD-02334,2022-06-03,Tablet,North,Online,2,1674.63,0.02,20,5.6,1750.95,1.11,3282.27,0.283,928.88,6,2022,2,6,2,1
ORD-02335,2022-06-03,Phone,Central,Retail,17,764.47,0.03,38,6.0,4237.42,1.08,12606.11,0.133,1676.61,6,2022,2,5,0,2
ORD-02336,2022-06-03,Headphones,North,Retail,10,1521.51,0.19,49,3.2,3551.93,1.01,12324.23,0.49,6038.87,6,2022,2,0,2,2
ORD-02337,2022-06-04,Laptop,Central,Online,7,906.91,0.23,19,3.0,3060.28,1.1,4888.24,0.196,958.1,6,2022,2,2,0,1
ORD-02338,2022-06-04,Monitor,North,Online,10,1580.49,0.1,64,5.3,3457.53,1.15,14224.41,0.448,6372.54,6,2022,2,3,2,1
ORD-02339,2022-06-04,Monitor,Central,Online,19,1953.73,0.15,37,3.1,538.0,1.12,31552.74,0.252,7951.29,6,2022,2,3,0,1
ORD-02340,2022-06-04,Keyboard,West,SMB,9,517.69,0.28,28,9.3,2120.74,1.08,3354.63,0.374,1254.63,6,2022,2,1,4,3
ORD-02341,2022-06-04,Tablet,South,SMB,17,1731.57,0.28,68,3.8,3074.67,1.08,21194.42,0.282,5976.83,6,2022,2,6,3,3
ORD-02342,2022-06-04,Tablet,Central,SMB,9,1262.56,0.09,35,2.2,4351.06,0.86,10340.37,0.242,2502.37,6,2022,2,6,0,3
ORD-02343,2022-06-04,Laptop,West,Enterprise,9,1643.72,0.24,28,1.5,3601.97,1.18,11243.04,0.346,3890.09,6,2022,2,2,4,0
ORD-02344,2022-06-04,Mouse,East,SMB,5,1320.59,0.18,52,6.3,1338.76,0.88,5414.42,0.314,1700.13,6,2022,2,4,1,3
ORD-02345,2022-06-05,Monitor,North,Online,7,876.7,0.29,53,3.3,4926.14,0.94,4357.2,0.193,840.94,6,2022,2,3,2,1
ORD-02346,2022-06-05,Keyboard,East,SMB,11,494.75,0.14,55,1.9,3250.88,1.01,4680.34,0.234,1095.2,6,2022,2,1,1,3
ORD-02347,2022-06-05,Laptop,West,Online,8,186.57,0.23,29,2.8,2556.45,0.85,1149.27,0.114,131.02,6,2022,2,2,4,1
ORD-02348,2022-06-05,Tablet,East,Retail,14,1094.26,0.23,48,3.1,3928.76,1.04,11796.12,0.177,2087.91,6,2022,2,6,1,2
ORD-02349,2022-06-05,Monitor,East,Enterprise,2,1981.14,0.15,53,6.3,3053.23,0.87,3367.94,0.234,788.1,6,2022,2,3,1,0
ORD-02350,2022-06-05,Headphones,West,Enterprise,10,1489.18,0.24,47,1.7,3578.94,1.17,11317.77,0.489,5534.39,6,2022,2,0,4,0
ORD-02351,2022-06-05,Keyboard,South,Retail,16,688.32,0.08,61,7.3,3123.95,1.16,10132.07,0.311,3151.07,6,2022,2,1,3,2
ORD-02352,2022-06-06,Phone,Central,Online,16,1663.05,0.04,21,3.0,976.31,1.02,25544.45,0.38,9706.89,6,2022,2,5,0,1
ORD-02353,2022-06-06,Monitor,North,Enterprise,19,1549.52,0.13,19,4.9,2762.44,0.98,25613.57,0.369,9451.41,6,2022,2,3,2,0
ORD-02354,2022-06-06,Keyboard,Central,SMB,11,599.19,0.28,61,6.5,1487.2,0.84,4745.58,0.492,2334.83,6,2022,2,1,0,3
ORD-02355,2022-06-07,Laptop,North,Online,6,77.9,0.15,30,5.4,2894.41,1.13,397.29,0.322,127.93,6,2022,2,2,2,1
ORD-02356,2022-06-07,Phone,Central,Enterprise,6,280.42,0.19,43,6.6,714.97,0.95,1362.84,0.334,455.19,6,2022,2,5,0,0
ORD-02357,2022-06-07,Keyboard,East,Retail,7,1760.75,0.19,46,3.2,1236.63,0.9,9983.45,0.22,2196.36,6,2022,2,1,1,2
ORD-02358,2022-06-08,Keyboard,South,Online,16,1681.3,0.04,65,9.6,4062.74,1.2,25824.77,0.35,9038.67,6,2022,2,1,3,1
ORD-02359,2022-06-08,Webcam,East,Enterprise,13,625.66,0.12,53,4.6,2085.83,1.07,7157.55,0.403,2884.49,6,2022,2,7,1,0
ORD-02360,2022-06-08,Webcam,South,Retail,3,606.13,0.21,45,3.2,3401.55,0.83,1436.53,0.141,202.55,6,2022,2,7,3,2
ORD-02361,2022-06-08,Webcam,West,Online,9,1596.09,0.29,25,3.0,2539.46,1.12,10199.02,0.292,2978.11,6,2022,2,7,4,1
ORD-02362,2022-06-09,Tablet,North,SMB,3,1878.59,0.05,22,0.4,1769.42,1.1,5353.98,0.269,1440.22,6,2022,2,6,2,3
ORD-02363,2022-06-09,Mouse,North,Online,6,1569.32,0.12,49,6.8,2526.36,0.96,8286.01,0.145,1201.47,6,2022,2,4,2,1
ORD-02364,2022-06-09,Monitor,West,SMB,17,1230.88,0.03,47,2.6,4087.13,0.85,20297.21,0.237,4810.44,6,2022,2,3,4,3
ORD-02365,2022-06-09,Tablet,Central,Online,3,523.21,0.07,31,9.6,1479.84,1.0,1459.76,0.314,458.36,6,2022,2,6,0,1
ORD-02366,2022-06-09,Headphones,West,Retail,2,1075.21,0.11,64,2.1,2165.07,1.11,1913.87,0.36,688.99,6,2022,2,0,4,2
ORD-02367,2022-06-10,Phone,West,SMB,12,505.35,0.16,60,5.3,1092.66,0.83,5093.93,0.216,1100.29,6,2022,2,5,4,3
ORD-02368,2022-06-10,Mouse,South,SMB,6,1625.62,0.07,27,7.4,1820.83,0.87,9070.96,0.291,2639.65,6,2022,2,4,3,3
ORD-02369,2022-06-10,Keyboard,West,Online,10,804.57,0.07,27,8.7,4437.04,1.05,7482.5,0.394,2948.1,6,2022,2,1,4,1
ORD-02370,2022-06-10,Tablet,North,Enterprise,11,1675.71,0.23,23,1.6,3950.04,1.02,14193.26,0.269,3817.99,6,2022,2,6,2,0
ORD-02371,2022-06-10,Webcam,East,SMB,16,794.14,0.29,33,9.9,1930.71,1.16,9021.43,0.476,4294.2,6,2022,2,7,1,3
ORD-02372,2022-06-10,Mouse,South,Online,16,1657.09,0.1,43,9.1,748.73,1.13,23862.1,0.112,2672.56,6,2022,2,4,3,1
ORD-02373,2022-06-11,Headphones,South,Retail,18,699.97,0.21,38,9.6,2157.85,1.17,9953.57,0.204,2030.53,6,2022,2,0,3,2
ORD-02374,2022-06-11,Monitor,Central,Online,9,908.26,0.08,53,8.5,3881.44,0.99,7520.39,0.153,1150.62,6,2022,2,3,0,1
ORD-02375,2022-06-11,Headphones,East,Online,19,1250.2,0.28,58,8.8,314.62,1.12,17102.74,0.317,5421.57,6,2022,2,0,1,1
ORD-02376,2022-06-12,Phone,South,SMB,2,187.06,0.2,59,6.0,3752.17,0.82,299.3,0.171,51.18,6,2022,2,5,3,3
ORD-02377,2022-06-12,Laptop,West,Enterprise,1,1899.0,0.24,47,8.5,3431.56,0.92,1443.24,0.397,572.97,6,2022,2,2,4,0
ORD-02378,2022-06-12,Tablet,South,Retail,16,1168.53,0.01,22,5.3,416.78,1.06,18509.52,0.467,8643.95,6,2022,2,6,3,2
ORD-02379,2022-06-12,Webcam,South,SMB,18,1040.25,0.18,27,5.4,3214.64,1.11,15354.09,0.183,2809.8,6,2022,2,7,3,3
ORD-02380,2022-06-12,Phone,South,SMB,3,1686.82,0.16,65,5.6,1563.41,1.03,4250.79,0.463,1968.12,6,2022,2,5,3,3
ORD-02381,2022-06-13,Laptop,Central,SMB,1,1738.24,0.09,48,10.0,968.7,0.99,1581.8,0.353,558.38,6,2022,2,2,0,3
ORD-02382,2022-06-13,Webcam,South,Retail,6,1068.41,0.08,28,1.0,1985.92,0.89,5897.62,0.178,1049.78,6,2022,2,7,3,2
ORD-02383,2022-06-13,Webcam,South,Enterprise,19,1858.16,0.17,55,8.1,1106.4,0.87,29303.18,0.395,11574.76,6,2022,2,7,3,0
ORD-02384,2022-06-14,Webcam,Central,Retail,19,176.24,0.21,24,2.7,4140.32,1.15,2645.36,0.136,359.77,6,2022,2,7,0,2
ORD-02385,2022-06-14,Tablet,East,Retail,11,270.79,0.01,29,3.6,3735.8,0.86,2948.9,0.377,1111.74,6,2022,2,6,1,2
ORD-02386,2022-06-14,Phone,North,Enterprise,8,1213.74,0.17,62,0.8,4905.69,0.97,8059.23,0.445,3586.36,6,2022,2,5,2,0
ORD-02387,2022-06-14,Webcam,Central,Retail,5,740.43,0.05,66,3.5,2716.97,1.16,3517.04,0.48,1688.18,6,2022,2,7,0,2
ORD-02388,2022-06-15,Headphones,Central,Online,9,955.24,0.04,58,9.9,537.11,0.86,8253.27,0.122,1006.9,6,2022,2,0,0,1
ORD-02389,2022-06-15,Phone,South,Retail,15,689.75,0.19,25,4.0,1902.07,0.85,8380.46,0.125,1047.56,6,2022,2,5,3,2
ORD-02390,2022-06-16,Mouse,South,SMB,14,839.21,0.09,45,6.7,4209.32,1.08,10691.54,0.472,5046.41,6,2022,2,4,3,3
ORD-02391,2022-06-16,Headphones,North,Retail,4,1654.16,0.13,33,1.2,2044.63,0.93,5756.48,0.416,2394.7,6,2022,2,0,2,2
ORD-02392,2022-06-16,Tablet,South,SMB,8,1207.28,0.11,20,9.2,2332.81,0.97,8595.83,0.41,3524.29,6,2022,2,6,3,3
ORD-02393,2022-06-16,Webcam,West,Retail,17,1994.82,0.19,54,8.3,2118.66,1.05,27468.67,0.397,10905.06,6,2022,2,7,4,2
ORD-02394,2022-06-16,Phone,South,SMB,2,1584.41,0.14,49,3.9,1253.36,0.95,2725.19,0.387,1054.65,6,2022,2,5,3,3
ORD-02395,2022-06-17,Keyboard,South,SMB,16,583.65,0.29,38,3.5,458.66,1.12,6630.26,0.345,2287.44,6,2022,2,1,3,3
ORD-02396,2022-06-17,Tablet,West,SMB,10,565.47,0.11,62,4.3,984.75,1.19,5032.68,0.425,2138.89,6,2022,2,6,4,3
ORD-02397,2022-06-17,Phone,North,Enterprise,2,705.0,0.22,35,4.0,1883.32,1.17,1099.8,0.114,125.38,6,2022,2,5,2,0
ORD-02398,2022-06-17,Mouse,West,Retail,11,1694.36,0.08,65,2.6,1302.64,1.02,17146.92,0.396,6790.18,6,2022,2,4,4,2
ORD-02399,2022-06-18,Webcam,Central,Retail,10,103.21,0.15,63,9.9,2906.4,0.94,877.28,0.333,292.13,6,2022,2,7,0,2
ORD-02400,2022-06-18,Laptop,West,Online,19,498.85,0.17,28,8.1,3108.14,0.97,7866.86,0.463,3642.36,6,2022,2,2,4,1
ORD-02401,2022-06-18,Webcam,East,Online,14,1814.59,0.1,67,2.7,2893.32,0.93,22863.83,0.475,10860.32,6,2022,2,7,1,1
ORD-02402,2022-06-18,Laptop,Central,Online,11,1297.8,0.14,25,9.8,516.1,0.98,12277.19,0.197,2418.61,6,2022,2,2,0,1
ORD-02403,2022-06-18,Keyboard,South,Retail,9,492.35,0.08,29,0.2,3367.62,0.81,4076.66,0.416,1695.89,6,2022,2,1,3,2
ORD-02404,2022-06-19,Tablet,Central,Enterprise,7,477.33,0.0,68,4.4,1984.44,0.82,3341.31,0.483,1613.85,6,2022,2,6,0,0
ORD-02405,2022-06-20,Mouse,North,SMB,15,1732.11,0.06,69,5.7,4402.98,1.11,24422.75,0.207,5055.51,6,2022,2,4,2,3
ORD-02406,2022-06-20,Phone,North,Retail,17,1792.83,0.21,19,0.4,2675.51,0.93,24077.71,0.44,10594.19,6,2022,2,5,2,2
ORD-02407,2022-06-20,Phone,West,Enterprise,3,549.46,0.23,58,1.6,514.12,1.12,1269.25,0.335,425.2,6,2022,2,5,4,0
ORD-02408,2022-06-21,Laptop,Central,Enterprise,15,870.0,0.08,39,2.6,145.17,0.99,12006.0,0.258,3097.55,6,2022,2,2,0,0
ORD-02409,2022-06-21,Mouse,South,Retail,14,1677.46,0.12,26,7.2,3542.31,1.12,20666.31,0.429,8865.85,6,2022,2,4,3,2
ORD-02410,2022-06-21,Headphones,North,SMB,8,1553.46,0.01,31,9.4,2062.5,1.07,12303.4,0.448,5511.92,6,2022,2,0,2,3
ORD-02411,2022-06-21,Keyboard,South,Enterprise,4,1637.14,0.07,32,6.2,1511.18,0.88,6090.16,0.213,1297.2,6,2022,2,1,3,0
ORD-02412,2022-06-21,Laptop,East,Retail,10,1060.88,0.23,28,5.6,2291.18,0.98,8168.78,0.418,3414.55,6,2022,2,2,1,2
ORD-02413,2022-06-21,Laptop,North,SMB,2,1827.52,0.18,30,5.4,454.73,1.08,2997.13,0.12,359.66,6,2022,2,2,2,3
ORD-02414,2022-06-22,Keyboard,West,Online,14,685.61,0.06,45,3.5,2020.72,0.93,9022.63,0.267,2409.04,6,2022,2,1,4,1
ORD-02415,2022-06-22,Tablet,East,Enterprise,8,355.51,0.08,42,8.3,1642.03,0.88,2616.55,0.128,334.92,6,2022,2,6,1,0
ORD-02416,2022-06-22,Phone,Central,Enterprise,10,1432.03,0.25,54,5.4,4020.93,1.02,10740.22,0.218,2341.37,6,2022,2,5,0,0
ORD-02417,2022-06-24,Tablet,South,Retail,18,1101.74,0.06,23,2.3,956.78,0.91,18641.44,0.48,8947.89,6,2022,2,6,3,2
ORD-02418,2022-06-24,Mouse,North,Retail,15,1716.44,0.1,54,1.4,3805.95,1.04,23171.94,0.394,9129.74,6,2022,2,4,2,2
ORD-02419,2022-06-24,Headphones,East,SMB,5,208.26,0.2,50,9.9,2551.97,0.91,833.04,0.402,334.88,6,2022,2,0,1,3
ORD-02420,2022-06-24,Webcam,East,Online,13,1695.2,0.17,42,0.2,501.25,1.16,18291.21,0.154,2816.85,6,2022,2,7,1,1
ORD-02421,2022-06-24,Monitor,North,Online,18,621.92,0.14,67,9.3,4851.42,0.94,9627.32,0.331,3186.64,6,2022,2,3,2,1
ORD-02422,2022-06-24,Monitor,Central,Retail,2,1326.97,0.27,40,2.2,3697.63,1.16,1937.38,0.256,495.97,6,2022,2,3,0,2
